cod_divipola,municipio,departamento,anio,semana_epidemiologica,evento_estandar,casos,poblacion,tasa_x_100k,so2_flux_ton_dia
52207,Consacá,Nariño,2020,33,IRA,1,14000,7.14,651.9
52207,Consacá,Nariño,2020,33,EDA,2,14000,14.29,235.8
52299,La Florida,Nariño,2020,33,IRA,1,18000,5.56,435.0
52299,La Florida,Nariño,2020,33,EDA,3,18000,16.67,440.5
52885,Yacuanquer,Nariño,2020,33,IRA,0,13000,0.0,611.0
52885,Yacuanquer,Nariño,2020,33,EDA,2,13000,15.38,301.8
52480,Nariño,Nariño,2020,33,IRA,1,22000,4.55,375.0
52480,Nariño,Nariño,2020,33,EDA,4,22000,18.18,440.2
52001,Pasto,Nariño,2020,34,IRA,34,450000,7.56,607.3
52001,Pasto,Nariño,2020,34,EDA,62,450000,13.78,569.7
52683,Sandoná,Nariño,2020,34,IRA,1,30000,3.33,642.9
52683,Sandoná,Nariño,2020,34,EDA,5,30000,16.67,585.2
52207,Consacá,Nariño,2020,34,IRA,0,14000,0.0,320.5
52207,Consacá,Nariño,2020,34,EDA,2,14000,14.29,675.7
52299,La Florida,Nariño,2020,34,IRA,1,18000,5.56,244.4
52299,La Florida,Nariño,2020,34,EDA,3,18000,16.67,344.1
52885,Yacuanquer,Nariño,2020,34,IRA,0,13000,0.0,444.7
52885,Yacuanquer,Nariño,2020,34,EDA,2,13000,15.38,332.3
52480,Nariño,Nariño,2020,34,IRA,0,22000,0.0,522.8
52480,Nariño,Nariño,2020,34,EDA,3,22000,13.64,287.5
52001,Pasto,Nariño,2020,35,IRA,30,450000,6.67,185.6
52001,Pasto,Nariño,2020,35,EDA,96,450000,21.33,511.2
52683,Sandoná,Nariño,2020,35,IRA,2,30000,6.67,354.1
52683,Sandoná,Nariño,2020,35,EDA,6,30000,20.0,568.1
52207,Consacá,Nariño,2020,35,IRA,1,14000,7.14,407.9
52207,Consacá,Nariño,2020,35,EDA,1,14000,7.14,411.3
52299,La Florida,Nariño,2020,35,IRA,1,18000,5.56,592.2
52299,La Florida,Nariño,2020,35,EDA,4,18000,22.22,380.8
52885,Yacuanquer,Nariño,2020,35,IRA,0,13000,0.0,389.0
52885,Yacuanquer,Nariño,2020,35,EDA,2,13000,15.38,365.9
52480,Nariño,Nariño,2020,35,IRA,1,22000,4.55,240.1
52480,Nariño,Nariño,2020,35,EDA,3,22000,13.64,641.2
52001,Pasto,Nariño,2020,36,IRA,20,450000,4.44,490.9
52001,Pasto,Nariño,2020,36,EDA,93,450000,20.67,567.0
52683,Sandoná,Nariño,2020,36,IRA,2,30000,6.67,570.6
52683,Sandoná,Nariño,2020,36,EDA,5,30000,16.67,311.0
52207,Consacá,Nariño,2020,36,IRA,0,14000,0.0,522.8
52207,Consacá,Nariño,2020,36,EDA,3,14000,21.43,176.6
52299,La Florida,Nariño,2020,36,IRA,0,18000,0.0,461.4
52299,La Florida,Nariño,2020,36,EDA,4,18000,22.22,636.6
52885,Yacuanquer,Nariño,2020,36,IRA,0,13000,0.0,367.1
52885,Yacuanquer,Nariño,2020,36,EDA,1,13000,7.69,462.7
52480,Nariño,Nariño,2020,36,IRA,1,22000,4.55,371.7
52480,Nariño,Nariño,2020,36,EDA,4,22000,18.18,591.7
52001,Pasto,Nariño,2020,37,IRA,15,450000,3.33,526.1
52001,Pasto,Nariño,2020,37,EDA,72,450000,16.0,329.8
52683,Sandoná,Nariño,2020,37,IRA,1,30000,3.33,402.6
52683,Sandoná,Nariño,2020,37,EDA,6,30000,20.0,524.4
52207,Consacá,Nariño,2020,37,IRA,0,14000,0.0,192.0
52207,Consacá,Nariño,2020,37,EDA,3,14000,21.43,443.9
52299,La Florida,Nariño,2020,37,IRA,0,18000,0.0,580.4
52299,La Florida,Nariño,2020,37,EDA,2,18000,11.11,370.0
52885,Yacuanquer,Nariño,2020,37,IRA,0,13000,0.0,274.2
52885,Yacuanquer,Nariño,2020,37,EDA,1,13000,7.69,530.0
52480,Nariño,Nariño,2020,37,IRA,1,22000,4.55,470.9
52480,Nariño,Nariño,2020,37,EDA,3,22000,13.64,361.0
52001,Pasto,Nariño,2020,38,IRA,23,450000,5.11,418.5
52001,Pasto,Nariño,2020,38,EDA,99,450000,22.0,344.3
52683,Sandoná,Nariño,2020,38,IRA,1,30000,3.33,535.6
52683,Sandoná,Nariño,2020,38,EDA,4,30000,13.33,326.3
52207,Consacá,Nariño,2020,38,IRA,0,14000,0.0,259.3
52207,Consacá,Nariño,2020,38,EDA,2,14000,14.29,412.7
52299,La Florida,Nariño,2020,38,IRA,1,18000,5.56,285.7
52299,La Florida,Nariño,2020,38,EDA,4,18000,22.22,450.6
52885,Yacuanquer,Nariño,2020,38,IRA,0,13000,0.0,408.7
52885,Yacuanquer,Nariño,2020,38,EDA,2,13000,15.38,489.9
52480,Nariño,Nariño,2020,38,IRA,0,22000,0.0,427.1
52480,Nariño,Nariño,2020,38,EDA,4,22000,18.18,562.4
52001,Pasto,Nariño,2020,39,IRA,25,450000,5.56,503.4
52001,Pasto,Nariño,2020,39,EDA,99,450000,22.0,304.8
52683,Sandoná,Nariño,2020,39,IRA,2,30000,6.67,424.3
52683,Sandoná,Nariño,2020,39,EDA,6,30000,20.0,468.7
52207,Consacá,Nariño,2020,39,IRA,1,14000,7.14,520.9
52207,Consacá,Nariño,2020,39,EDA,3,14000,21.43,549.9
52299,La Florida,Nariño,2020,39,IRA,1,18000,5.56,285.6
52299,La Florida,Nariño,2020,39,EDA,3,18000,16.67,405.9
52885,Yacuanquer,Nariño,2020,39,IRA,1,13000,7.69,188.3
52885,Yacuanquer,Nariño,2020,39,EDA,2,13000,15.38,480.5
52480,Nariño,Nariño,2020,39,IRA,1,22000,4.55,207.0
52480,Nariño,Nariño,2020,39,EDA,4,22000,18.18,580.1
52001,Pasto,Nariño,2020,40,IRA,35,450000,7.78,544.0
52001,Pasto,Nariño,2020,40,EDA,118,450000,26.22,257.6
52683,Sandoná,Nariño,2020,40,IRA,2,30000,6.67,355.7
52683,Sandoná,Nariño,2020,40,EDA,7,30000,23.33,471.2
52207,Consacá,Nariño,2020,40,IRA,0,14000,0.0,195.7
52207,Consacá,Nariño,2020,40,EDA,3,14000,21.43,206.9
52299,La Florida,Nariño,2020,40,IRA,1,18000,5.56,520.7
52299,La Florida,Nariño,2020,40,EDA,4,18000,22.22,573.0
52885,Yacuanquer,Nariño,2020,40,IRA,1,13000,7.69,496.5
52885,Yacuanquer,Nariño,2020,40,EDA,2,13000,15.38,490.4
52480,Nariño,Nariño,2020,40,IRA,1,22000,4.55,379.6
52480,Nariño,Nariño,2020,40,EDA,4,22000,18.18,439.0
52001,Pasto,Nariño,2020,41,IRA,46,450000,10.22,394.4
52001,Pasto,Nariño,2020,41,EDA,119,450000,26.44,547.2
52683,Sandoná,Nariño,2020,41,IRA,1,30000,3.33,243.7
52683,Sandoná,Nariño,2020,41,EDA,3,30000,10.0,523.1
52207,Consacá,Nariño,2020,41,IRA,1,14000,7.14,536.5
52207,Consacá,Nariño,2020,41,EDA,2,14000,14.29,170.4
52299,La Florida,Nariño,2020,41,IRA,2,18000,11.11,533.9
52299,La Florida,Nariño,2020,41,EDA,3,18000,16.67,318.6
52885,Yacuanquer,Nariño,2020,41,IRA,0,13000,0.0,549.8
52885,Yacuanquer,Nariño,2020,41,EDA,2,13000,15.38,354.9
52480,Nariño,Nariño,2020,41,IRA,1,22000,4.55,524.4
52480,Nariño,Nariño,2020,41,EDA,3,22000,13.64,338.1
52001,Pasto,Nariño,2020,42,IRA,54,450000,12.0,457.2
52001,Pasto,Nariño,2020,42,EDA,129,450000,28.67,319.6
52683,Sandoná,Nariño,2020,42,IRA,3,30000,10.0,207.2
52683,Sandoná,Nariño,2020,42,EDA,5,30000,16.67,183.6
52207,Consacá,Nariño,2020,42,IRA,1,14000,7.14,314.9
52207,Consacá,Nariño,2020,42,EDA,4,14000,28.57,155.5
52299,La Florida,Nariño,2020,42,IRA,1,18000,5.56,329.9
52299,La Florida,Nariño,2020,42,EDA,5,18000,27.78,504.9
52885,Yacuanquer,Nariño,2020,42,IRA,0,13000,0.0,432.8
52885,Yacuanquer,Nariño,2020,42,EDA,2,13000,15.38,556.9
52480,Nariño,Nariño,2020,42,IRA,2,22000,9.09,310.7
52480,Nariño,Nariño,2020,42,EDA,3,22000,13.64,193.4
52001,Pasto,Nariño,2020,43,IRA,72,450000,16.0,332.2
52001,Pasto,Nariño,2020,43,EDA,108,450000,24.0,411.0
52683,Sandoná,Nariño,2020,43,IRA,4,30000,13.33,149.5
52683,Sandoná,Nariño,2020,43,EDA,7,30000,23.33,243.2
52207,Consacá,Nariño,2020,43,IRA,1,14000,7.14,378.5
52207,Consacá,Nariño,2020,43,EDA,1,14000,7.14,463.0
52299,La Florida,Nariño,2020,43,IRA,1,18000,5.56,231.5
52299,La Florida,Nariño,2020,43,EDA,4,18000,22.22,279.0
52885,Yacuanquer,Nariño,2020,43,IRA,1,13000,7.69,520.1
52885,Yacuanquer,Nariño,2020,43,EDA,1,13000,7.69,502.3
52480,Nariño,Nariño,2020,43,IRA,1,22000,4.55,195.3
52480,Nariño,Nariño,2020,43,EDA,3,22000,13.64,214.0
52001,Pasto,Nariño,2020,44,IRA,73,450000,16.22,150.9
52001,Pasto,Nariño,2020,44,EDA,58,450000,12.89,471.9
52683,Sandoná,Nariño,2020,44,IRA,3,30000,10.0,276.0
52683,Sandoná,Nariño,2020,44,EDA,4,30000,13.33,162.0
52207,Consacá,Nariño,2020,44,IRA,2,14000,14.29,361.0
52207,Consacá,Nariño,2020,44,EDA,3,14000,21.43,340.1
52299,La Florida,Nariño,2020,44,IRA,3,18000,16.67,355.6
52299,La Florida,Nariño,2020,44,EDA,2,18000,11.11,351.7
52885,Yacuanquer,Nariño,2020,44,IRA,2,13000,15.38,158.2
52885,Yacuanquer,Nariño,2020,44,EDA,3,13000,23.08,504.2
52480,Nariño,Nariño,2020,44,IRA,3,22000,13.64,332.4
52480,Nariño,Nariño,2020,44,EDA,6,22000,27.27,165.6
52001,Pasto,Nariño,2020,45,IRA,74,450000,16.44,309.0
52001,Pasto,Nariño,2020,45,EDA,109,450000,24.22,346.3
52683,Sandoná,Nariño,2020,45,IRA,6,30000,20.0,171.1
52683,Sandoná,Nariño,2020,45,EDA,4,30000,13.33,395.9
52207,Consacá,Nariño,2020,45,IRA,1,14000,7.14,255.8
52207,Consacá,Nariño,2020,45,EDA,3,14000,21.43,370.7
52299,La Florida,Nariño,2020,45,IRA,2,18000,11.11,558.3
52299,La Florida,Nariño,2020,45,EDA,3,18000,16.67,330.9
52885,Yacuanquer,Nariño,2020,45,IRA,2,13000,15.38,181.9
52885,Yacuanquer,Nariño,2020,45,EDA,3,13000,23.08,498.7
52480,Nariño,Nariño,2020,45,IRA,4,22000,18.18,463.5
52480,Nariño,Nariño,2020,45,EDA,5,22000,22.73,230.6
52001,Pasto,Nariño,2020,46,IRA,82,450000,18.22,237.4
52001,Pasto,Nariño,2020,46,EDA,81,450000,18.0,332.5
52683,Sandoná,Nariño,2020,46,IRA,5,30000,16.67,181.1
52683,Sandoná,Nariño,2020,46,EDA,5,30000,16.67,422.0
52207,Consacá,Nariño,2020,46,IRA,2,14000,14.29,205.4
52207,Consacá,Nariño,2020,46,EDA,3,14000,21.43,169.2
52299,La Florida,Nariño,2020,46,IRA,4,18000,22.22,180.3
52299,La Florida,Nariño,2020,46,EDA,2,18000,11.11,453.1
52885,Yacuanquer,Nariño,2020,46,IRA,3,13000,23.08,376.0
52885,Yacuanquer,Nariño,2020,46,EDA,2,13000,15.38,378.2
52480,Nariño,Nariño,2020,46,IRA,3,22000,13.64,192.5
52480,Nariño,Nariño,2020,46,EDA,4,22000,18.18,422.1
52001,Pasto,Nariño,2020,47,IRA,116,450000,25.78,512.5
52001,Pasto,Nariño,2020,47,EDA,108,450000,24.0,555.3
52683,Sandoná,Nariño,2020,47,IRA,6,30000,20.0,292.2
52683,Sandoná,Nariño,2020,47,EDA,6,30000,20.0,232.9
52207,Consacá,Nariño,2020,47,IRA,3,14000,21.43,237.8
52207,Consacá,Nariño,2020,47,EDA,1,14000,7.14,502.8
52299,La Florida,Nariño,2020,47,IRA,3,18000,16.67,467.5
52299,La Florida,Nariño,2020,47,EDA,3,18000,16.67,486.5
52885,Yacuanquer,Nariño,2020,47,IRA,3,13000,23.08,557.9
52885,Yacuanquer,Nariño,2020,47,EDA,3,13000,23.08,403.9
52480,Nariño,Nariño,2020,47,IRA,5,22000,22.73,153.4
52480,Nariño,Nariño,2020,47,EDA,6,22000,27.27,496.0
52001,Pasto,Nariño,2020,48,IRA,88,450000,19.56,222.1
52001,Pasto,Nariño,2020,48,EDA,104,450000,23.11,277.6
52683,Sandoná,Nariño,2020,48,IRA,6,30000,20.0,146.7
52683,Sandoná,Nariño,2020,48,EDA,7,30000,23.33,388.9
52207,Consacá,Nariño,2020,48,IRA,3,14000,21.43,205.4
52207,Consacá,Nariño,2020,48,EDA,3,14000,21.43,157.3
52299,La Florida,Nariño,2020,48,IRA,5,18000,27.78,237.1
52299,La Florida,Nariño,2020,48,EDA,3,18000,16.67,291.4
52885,Yacuanquer,Nariño,2020,48,IRA,2,13000,15.38,456.0
52885,Yacuanquer,Nariño,2020,48,EDA,3,13000,23.08,389.4
52480,Nariño,Nariño,2020,48,IRA,3,22000,13.64,166.8
52480,Nariño,Nariño,2020,48,EDA,3,22000,13.64,411.1
52001,Pasto,Nariño,2020,49,IRA,136,450000,30.22,266.1
52001,Pasto,Nariño,2020,49,EDA,98,450000,21.78,360.0
52683,Sandoná,Nariño,2020,49,IRA,7,30000,23.33,266.6
52683,Sandoná,Nariño,2020,49,EDA,6,30000,20.0,196.6
52207,Consacá,Nariño,2020,49,IRA,3,14000,21.43,271.0
52207,Consacá,Nariño,2020,49,EDA,3,14000,21.43,360.5
52299,La Florida,Nariño,2020,49,IRA,5,18000,27.78,166.5
52299,La Florida,Nariño,2020,49,EDA,3,18000,16.67,410.0
52885,Yacuanquer,Nariño,2020,49,IRA,2,13000,15.38,279.0
52885,Yacuanquer,Nariño,2020,49,EDA,1,13000,7.69,206.9
52480,Nariño,Nariño,2020,49,IRA,4,22000,18.18,290.8
52480,Nariño,Nariño,2020,49,EDA,2,22000,9.09,474.9
52001,Pasto,Nariño,2020,50,IRA,97,450000,21.56,320.1
52001,Pasto,Nariño,2020,50,EDA,97,450000,21.56,373.9
52683,Sandoná,Nariño,2020,50,IRA,11,30000,36.67,511.1
52683,Sandoná,Nariño,2020,50,EDA,3,30000,10.0,536.1
52207,Consacá,Nariño,2020,50,IRA,2,14000,14.29,157.9
52207,Consacá,Nariño,2020,50,EDA,3,14000,21.43,536.2
52299,La Florida,Nariño,2020,50,IRA,5,18000,27.78,406.7
52299,La Florida,Nariño,2020,50,EDA,3,18000,16.67,336.9
52885,Yacuanquer,Nariño,2020,50,IRA,2,13000,15.38,158.9
52885,Yacuanquer,Nariño,2020,50,EDA,2,13000,15.38,508.9
52480,Nariño,Nariño,2020,50,IRA,7,22000,31.82,522.7
52480,Nariño,Nariño,2020,50,EDA,5,22000,22.73,189.0
52001,Pasto,Nariño,2020,51,IRA,182,450000,40.44,264.7
52001,Pasto,Nariño,2020,51,EDA,86,450000,19.11,393.5
52683,Sandoná,Nariño,2020,51,IRA,8,30000,26.67,295.4
52683,Sandoná,Nariño,2020,51,EDA,4,30000,13.33,305.9
52207,Consacá,Nariño,2020,51,IRA,3,14000,21.43,387.3
52207,Consacá,Nariño,2020,51,EDA,1,14000,7.14,387.1
52299,La Florida,Nariño,2020,51,IRA,7,18000,38.89,313.4
52299,La Florida,Nariño,2020,51,EDA,3,18000,16.67,528.9
52885,Yacuanquer,Nariño,2020,51,IRA,5,13000,38.46,261.5
52885,Yacuanquer,Nariño,2020,51,EDA,1,13000,7.69,243.6
52480,Nariño,Nariño,2020,51,IRA,7,22000,31.82,502.0
52480,Nariño,Nariño,2020,51,EDA,4,22000,18.18,234.3
52001,Pasto,Nariño,2020,52,IRA,187,450000,41.56,389.6
52001,Pasto,Nariño,2020,52,EDA,92,450000,20.44,514.8
52683,Sandoná,Nariño,2020,52,IRA,9,30000,30.0,592.1
52683,Sandoná,Nariño,2020,52,EDA,5,30000,16.67,456.1
52207,Consacá,Nariño,2020,52,IRA,5,14000,35.71,563.9
52207,Consacá,Nariño,2020,52,EDA,2,14000,14.29,228.0
52299,La Florida,Nariño,2020,52,IRA,4,18000,22.22,365.2
52299,La Florida,Nariño,2020,52,EDA,2,18000,11.11,286.3
52885,Yacuanquer,Nariño,2020,52,IRA,2,13000,15.38,395.9
52885,Yacuanquer,Nariño,2020,52,EDA,1,13000,7.69,369.8
52480,Nariño,Nariño,2020,52,IRA,4,22000,18.18,548.6
52480,Nariño,Nariño,2020,52,EDA,2,22000,9.09,563.9
52001,Pasto,Nariño,2021,1,IRA,211,450000,46.89,719.8
52001,Pasto,Nariño,2021,1,EDA,73,450000,16.22,604.2
52683,Sandoná,Nariño,2021,1,IRA,11,30000,36.67,854.0
52683,Sandoná,Nariño,2021,1,EDA,6,30000,20.0,594.4
52207,Consacá,Nariño,2021,1,IRA,6,14000,42.86,747.8
52207,Consacá,Nariño,2021,1,EDA,1,14000,7.14,614.0
52299,La Florida,Nariño,2021,1,IRA,4,18000,22.22,300.0
52299,La Florida,Nariño,2021,1,EDA,1,18000,5.56,935.5
52885,Yacuanquer,Nariño,2021,1,IRA,4,13000,30.77,795.2
52885,Yacuanquer,Nariño,2021,1,EDA,2,13000,15.38,384.0
52480,Nariño,Nariño,2021,1,IRA,6,22000,27.27,585.3
52480,Nariño,Nariño,2021,1,EDA,3,22000,13.64,649.8
52001,Pasto,Nariño,2021,2,IRA,126,450000,28.0,541.4
52001,Pasto,Nariño,2021,2,EDA,56,450000,12.44,568.9
52683,Sandoná,Nariño,2021,2,IRA,10,30000,33.33,713.9
52683,Sandoná,Nariño,2021,2,EDA,5,30000,16.67,751.8
52207,Consacá,Nariño,2021,2,IRA,3,14000,21.43,328.0
52207,Consacá,Nariño,2021,2,EDA,2,14000,14.29,473.4
52299,La Florida,Nariño,2021,2,IRA,8,18000,44.44,758.9
52299,La Florida,Nariño,2021,2,EDA,3,18000,16.67,925.1
52885,Yacuanquer,Nariño,2021,2,IRA,4,13000,30.77,702.3
52885,Yacuanquer,Nariño,2021,2,EDA,1,13000,7.69,523.7
52480,Nariño,Nariño,2021,2,IRA,11,22000,50.0,791.0
52480,Nariño,Nariño,2021,2,EDA,3,22000,13.64,711.7
52001,Pasto,Nariño,2021,3,IRA,248,450000,55.11,496.7
52001,Pasto,Nariño,2021,3,EDA,57,450000,12.67,869.2
52683,Sandoná,Nariño,2021,3,IRA,15,30000,50.0,775.3
52683,Sandoná,Nariño,2021,3,EDA,5,30000,16.67,828.3
52207,Consacá,Nariño,2021,3,IRA,6,14000,42.86,664.2
52207,Consacá,Nariño,2021,3,EDA,2,14000,14.29,584.7
52299,La Florida,Nariño,2021,3,IRA,6,18000,33.33,537.7
52299,La Florida,Nariño,2021,3,EDA,1,18000,5.56,423.0
52885,Yacuanquer,Nariño,2021,3,IRA,7,13000,53.85,633.2
52885,Yacuanquer,Nariño,2021,3,EDA,1,13000,7.69,363.8
52480,Nariño,Nariño,2021,3,IRA,5,22000,22.73,910.0
52480,Nariño,Nariño,2021,3,EDA,2,22000,9.09,853.1
52001,Pasto,Nariño,2021,4,IRA,243,450000,54.0,945.4
52001,Pasto,Nariño,2021,4,EDA,37,450000,8.22,520.6
52683,Sandoná,Nariño,2021,4,IRA,15,30000,50.0,360.8
52683,Sandoná,Nariño,2021,4,EDA,3,30000,10.0,385.0
52207,Consacá,Nariño,2021,4,IRA,7,14000,50.0,858.0
52207,Consacá,Nariño,2021,4,EDA,2,14000,14.29,387.5
52299,La Florida,Nariño,2021,4,IRA,7,18000,38.89,578.1
52299,La Florida,Nariño,2021,4,EDA,2,18000,11.11,443.5
52885,Yacuanquer,Nariño,2021,4,IRA,5,13000,38.46,480.3
52885,Yacuanquer,Nariño,2021,4,EDA,2,13000,15.38,607.7
52480,Nariño,Nariño,2021,4,IRA,9,22000,40.91,499.4
52480,Nariño,Nariño,2021,4,EDA,3,22000,13.64,623.3
52001,Pasto,Nariño,2021,5,IRA,252,450000,56.0,546.4
52001,Pasto,Nariño,2021,5,EDA,75,450000,16.67,1027.0
52683,Sandoná,Nariño,2021,5,IRA,12,30000,40.0,479.4
52683,Sandoná,Nariño,2021,5,EDA,3,30000,10.0,670.8
52207,Consacá,Nariño,2021,5,IRA,8,14000,57.14,896.4
52207,Consacá,Nariño,2021,5,EDA,2,14000,14.29,367.6
52299,La Florida,Nariño,2021,5,IRA,6,18000,33.33,759.4
52299,La Florida,Nariño,2021,5,EDA,2,18000,11.11,691.9
52885,Yacuanquer,Nariño,2021,5,IRA,3,13000,23.08,919.0
52885,Yacuanquer,Nariño,2021,5,EDA,2,13000,15.38,481.9
52480,Nariño,Nariño,2021,5,IRA,11,22000,50.0,472.4
52480,Nariño,Nariño,2021,5,EDA,3,22000,13.64,374.6
52001,Pasto,Nariño,2021,6,IRA,194,450000,43.11,998.2
52001,Pasto,Nariño,2021,6,EDA,39,450000,8.67,611.9
52683,Sandoná,Nariño,2021,6,IRA,12,30000,40.0,280.8
52683,Sandoná,Nariño,2021,6,EDA,2,30000,6.67,651.6
52207,Consacá,Nariño,2021,6,IRA,5,14000,35.71,1035.7
52207,Consacá,Nariño,2021,6,EDA,1,14000,7.14,282.0
52299,La Florida,Nariño,2021,6,IRA,11,18000,61.11,914.5
52299,La Florida,Nariño,2021,6,EDA,2,18000,11.11,877.3
52885,Yacuanquer,Nariño,2021,6,IRA,4,13000,30.77,483.8
52885,Yacuanquer,Nariño,2021,6,EDA,1,13000,7.69,802.9
52480,Nariño,Nariño,2021,6,IRA,7,22000,31.82,810.3
52480,Nariño,Nariño,2021,6,EDA,2,22000,9.09,264.1
52001,Pasto,Nariño,2021,7,IRA,139,450000,30.89,459.0
52001,Pasto,Nariño,2021,7,EDA,59,450000,13.11,687.1
52683,Sandoná,Nariño,2021,7,IRA,16,30000,53.33,670.7
52683,Sandoná,Nariño,2021,7,EDA,2,30000,6.67,484.0
52207,Consacá,Nariño,2021,7,IRA,5,14000,35.71,296.8
52207,Consacá,Nariño,2021,7,EDA,1,14000,7.14,878.0
52299,La Florida,Nariño,2021,7,IRA,8,18000,44.44,346.0
52299,La Florida,Nariño,2021,7,EDA,2,18000,11.11,724.4
52885,Yacuanquer,Nariño,2021,7,IRA,3,13000,23.08,661.0
52885,Yacuanquer,Nariño,2021,7,EDA,1,13000,7.69,371.4
52480,Nariño,Nariño,2021,7,IRA,9,22000,40.91,738.5
52480,Nariño,Nariño,2021,7,EDA,1,22000,4.55,584.1
52001,Pasto,Nariño,2021,8,IRA,241,450000,53.56,325.1
52001,Pasto,Nariño,2021,8,EDA,59,450000,13.11,311.2
52683,Sandoná,Nariño,2021,8,IRA,14,30000,46.67,652.3
52683,Sandoná,Nariño,2021,8,EDA,4,30000,13.33,688.6
52207,Consacá,Nariño,2021,8,IRA,6,14000,42.86,623.5
52207,Consacá,Nariño,2021,8,EDA,1,14000,7.14,1019.9
52299,La Florida,Nariño,2021,8,IRA,6,18000,33.33,271.3
52299,La Florida,Nariño,2021,8,EDA,2,18000,11.11,526.2
52885,Yacuanquer,Nariño,2021,8,IRA,7,13000,53.85,746.1
52885,Yacuanquer,Nariño,2021,8,EDA,1,13000,7.69,829.1
52480,Nariño,Nariño,2021,8,IRA,9,22000,40.91,293.1
52480,Nariño,Nariño,2021,8,EDA,2,22000,9.09,889.9
52001,Pasto,Nariño,2021,9,IRA,159,450000,35.33,858.0
52001,Pasto,Nariño,2021,9,EDA,38,450000,8.44,793.4
52683,Sandoná,Nariño,2021,9,IRA,15,30000,50.0,883.0
52683,Sandoná,Nariño,2021,9,EDA,1,30000,3.33,855.8
52207,Consacá,Nariño,2021,9,IRA,6,14000,42.86,483.4
52207,Consacá,Nariño,2021,9,EDA,0,14000,0.0,410.9
52299,La Florida,Nariño,2021,9,IRA,5,18000,27.78,977.0
52299,La Florida,Nariño,2021,9,EDA,1,18000,5.56,1020.0
52885,Yacuanquer,Nariño,2021,9,IRA,6,13000,46.15,452.5
52885,Yacuanquer,Nariño,2021,9,EDA,1,13000,7.69,404.5
52480,Nariño,Nariño,2021,9,IRA,9,22000,40.91,859.3
52480,Nariño,Nariño,2021,9,EDA,2,22000,9.09,513.1
52001,Pasto,Nariño,2021,10,IRA,151,450000,33.56,536.5
52001,Pasto,Nariño,2021,10,EDA,47,450000,10.44,823.5
52683,Sandoná,Nariño,2021,10,IRA,18,30000,60.0,550.7
52683,Sandoná,Nariño,2021,10,EDA,3,30000,10.0,634.5
52207,Consacá,Nariño,2021,10,IRA,6,14000,42.86,962.0
52207,Consacá,Nariño,2021,10,EDA,1,14000,7.14,867.8
52299,La Florida,Nariño,2021,10,IRA,10,18000,55.56,315.3
52299,La Florida,Nariño,2021,10,EDA,1,18000,5.56,884.0
52885,Yacuanquer,Nariño,2021,10,IRA,6,13000,46.15,500.7
52885,Yacuanquer,Nariño,2021,10,EDA,0,13000,0.0,760.5
52480,Nariño,Nariño,2021,10,IRA,8,22000,36.36,715.9
52480,Nariño,Nariño,2021,10,EDA,1,22000,4.55,782.6
52001,Pasto,Nariño,2021,11,IRA,189,450000,42.0,284.3
52001,Pasto,Nariño,2021,11,EDA,42,450000,9.33,519.1
52683,Sandoná,Nariño,2021,11,IRA,20,30000,66.67,460.1
52683,Sandoná,Nariño,2021,11,EDA,3,30000,10.0,969.7
52207,Consacá,Nariño,2021,11,IRA,4,14000,28.57,734.8
52207,Consacá,Nariño,2021,11,EDA,0,14000,0.0,858.6
52299,La Florida,Nariño,2021,11,IRA,9,18000,50.0,973.4
52299,La Florida,Nariño,2021,11,EDA,0,18000,0.0,712.1
52885,Yacuanquer,Nariño,2021,11,IRA,7,13000,53.85,278.6
52885,Yacuanquer,Nariño,2021,11,EDA,0,13000,0.0,841.5
52480,Nariño,Nariño,2021,11,IRA,9,22000,40.91,542.1
52480,Nariño,Nariño,2021,11,EDA,1,22000,4.55,710.3
52001,Pasto,Nariño,2021,12,IRA,243,450000,54.0,958.1
52001,Pasto,Nariño,2021,12,EDA,27,450000,6.0,819.3
52683,Sandoná,Nariño,2021,12,IRA,15,30000,50.0,644.7
52683,Sandoná,Nariño,2021,12,EDA,1,30000,3.33,734.5
52207,Consacá,Nariño,2021,12,IRA,5,14000,35.71,333.9
52207,Consacá,Nariño,2021,12,EDA,1,14000,7.14,622.0
52299,La Florida,Nariño,2021,12,IRA,7,18000,38.89,668.8
52299,La Florida,Nariño,2021,12,EDA,0,18000,0.0,443.6
52885,Yacuanquer,Nariño,2021,12,IRA,5,13000,38.46,993.7
52885,Yacuanquer,Nariño,2021,12,EDA,0,13000,0.0,934.0
52480,Nariño,Nariño,2021,12,IRA,10,22000,45.45,340.7
52480,Nariño,Nariño,2021,12,EDA,1,22000,4.55,586.9
52001,Pasto,Nariño,2021,13,IRA,276,450000,61.33,573.1
52001,Pasto,Nariño,2021,13,EDA,18,450000,4.0,747.4
52683,Sandoná,Nariño,2021,13,IRA,17,30000,56.67,480.7
52683,Sandoná,Nariño,2021,13,EDA,1,30000,3.33,293.2
52207,Consacá,Nariño,2021,13,IRA,6,14000,42.86,901.6
52207,Consacá,Nariño,2021,13,EDA,1,14000,7.14,769.4
52299,La Florida,Nariño,2021,13,IRA,11,18000,61.11,714.9
52299,La Florida,Nariño,2021,13,EDA,1,18000,5.56,620.0
52885,Yacuanquer,Nariño,2021,13,IRA,4,13000,30.77,393.4
52885,Yacuanquer,Nariño,2021,13,EDA,0,13000,0.0,827.3
